uid,profile,anime_uid,text,score,scores,link
241459,cappedea,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           7 
         
                   
             Animation 
             7 
           
           
             Sound 
             10 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           10 
         
       
     

                    
    Changing ourselves is never easy. Usually it would take one dramatic or traumatic experience to finally give one a slap at the face that they need to change themselves. Let's take one bad habit - drinking for example. It's easy to drown ourselves in cheap beers and vodka and forget our problems for one night but the next day, when soberness kicks in along with the painful hangover, reality kicks you twice as hard. Your problems didn't disappear. You do it again that night and the night after that and again the next day until your kidney throws in the towel. Your problems still haven't been solved and now you gotta think about that kidney operation. Only then will you start to think rationally and face your original problems instead of running away and stop drinking for once. It's when we hit our lowest points, we are the most susceptible to change.  
 
K-On! is a story about change but it doesn't involve any traumatic experience at all. K-On! is a light, fluffy and heart-warming story of five high school girls and their daily lives in the light music club, more specifically - the story of Hirasawa Yui wanting to finally do something meaningful in her life and stray away from her incompetent, lazy, oblivious and irresponsible self. With help from her childhood friend Nodoka, she finds her way to the light music club and they needed a guitarist. Yui then decides to pick one up even with zero knowledge of playing one. Towards the resolution, Yui is a different Yui from the first episode. She becomes more responsible and reliable. Although it took her quite a while but it proves that with the right guidance, change is possible. 
 
Due to the fact that it was based on a 4 panel manga of the same name, the punchline is always spot on. The jokes - albeit more cuter rather than funny, works well for me. While the plot moves very quickly each episode, it manages to highlight each and every one of the individual characters including the side characters, Nodoka, Ui and Sawaka. The animation and art drastically changed in season 2, making the first season look like a lazy excuse to not deliver the same quality though it's not unforgivable because it may be due to limited budget or whatnot. Giving the audio a solid 10 is a no-brainer. I mean, have you heard their songs and BGM? (Fun fact: the voice actors also held concerts where in some of their songs, they play the instruments themselves). Toyosaki Aki, the voice of Hirasawa Yui was a friggin revelation.  
 
Overall, I thoroughly enjoyed it. The weakest part of the series is actually the story since it was based on a 4 panel manga and there's only 13 episodes. 

          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '7', 'Animation': '7', 'Sound': '10', 'Character': '8', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=241459
52145,rondoblend,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           8 
         
                   
             Animation 
             8 
           
           
             Sound 
             8 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           8 
         
       
     

                    
    I accidentally stumbled on K-on  while looking for something to watch. At first it seemed to be  a mellow school drama with dramas, pantyshot, and meek boys.But trust me this show is al but those thingsl 
The  art is good, consistent and very  detailed.  in fact  i was hooked up by the wonderful animation. the characters  are far from what i call sexy,  but because there is no panty this is not a problem. 
While the cast seems  to  be sterotypical,   a kind hearthed rich girl,  an uptight smart girl, and a carefree clueless girls. the story  is not about their personel quirks. it's a bout  how a high school girl band tried to earn a recognition. What  ilike the best there is no love story , so it's all about their struggle to make their band big. the music is also very good,  i often stay to hear the ending song 
 
 -But  because this is actually directed at girls,  when the band entered a competition , the supposed  competitors  do what  in real life you call stupidity, they helped  our heroines improve their  music 

          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '8', 'Enjoyment': '8'}",https://myanimelist.net/reviews.php?id=52145
56853,Moebeetus,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           9 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    K-On! It has to be my all time favorite series. How I found out about it is kinda funny I suppose, but that's a story for another time. 
 
K-On has some really funny moments in it that make up for the lack of a clear story. What got me hooked was the character Mio Akiyama. You might say that I have the most strange love for her, and it's true. The moe-ness of K-ON is almost unbeatable. I challenge anyone to find an anime that is funny, has great music, has lovable characters, and a kickass set of voice actors, both dub and origina Japanese. I cannot get enough of it! Hougako Tea Time for life! 

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '9', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=56853
238590,Pavuss,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           5 
         
         
           Story 
           4 
         
                   
             Animation 
             6 
           
           
             Sound 
             5 
           
                 
           Character 
           5 
         
         
           Enjoyment 
           6 
         
       
     

                    
    K-On! was an anime of it's time and it certainly hasn't aged well. If I had watched when if first came out, chances are I would've been all over, but that isn't the case now.  
 
Now it all seems it's just the same thing all over again, cute girls being cute. Oh, guess what, it's different because they play music! I don't really see it as something memorable or anything that would set standards (like other music SOL anime). 
 
But, if you're into that, watch K-On!  
 
Story: 4/10  
 
I forgive it for not having too clear of a plot as it's a slice of life, but I will say as an anime that I went in thinking I wouldn't have to pay too close attention to it, having others telling me that them growing up is the story, which is, quite frankly, boring. I can't say that's even easy for me to say for it's a reach to make in my eyes.  
 
Art: 6/10 
 
I have nothing else to say other than I thought it was cute until I noticed a variety of other anime with the same exact style. Otherwise, there's some issues with the animation and how they shoot scenes.  But the fact this anime came out in 2009 needs to be taken in to account.  
 
Sounds: 5/10 
 
The music is bland and generic. It sounds as if they're trying too hard to be cute or to fit in with the ""anime music"". Even the BGM is generic. But... the voice actors are pretty good, even Yui's (despite the fact I honestly despise Yui's voice because of how high pitched and grating it is, her singing voice is even worse).  
 
Character: 5/10  
 
They are all very, very stereotypical and fit into a sub type somehow. All of the characters can be seen as unbearable and obnoxious if someone can't stand moe girls.  
 
The only thing I really appreciated was the subtle character development, my favorite being Mio as it appeared to be the most realistic and something I could relate to. 
 
Enjoyment: 6/10 
 
I enjoyed it while I watched it and nothing more. I wouldn't want to rewatch it because then I would start nitpicking it more than I already have. It's something to turn off your mind to and that wasn't the easiest for me to do. K-On! isn't my cup of tea, but I can certainly see how it can be someone's favorite.   
 
Overall: 5/10  
  
Mediocre. K-On! just isn't supposed to be seen as something deep or meaningful, it's something fun and cute other people can enjoy. If you're expecting something unique and different... Well... 

          
 
       Helpful 
   
      ",5,"{'Overall': '5', 'Story': '4', 'Animation': '6', 'Sound': '5', 'Character': '5', 'Enjoyment': '6'}",https://myanimelist.net/reviews.php?id=238590
251708,PixlReality,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           8 
         
                   
             Animation 
             8 
           
           
             Sound 
             9 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           8 
         
       
     

                    
    This is the type of Anime that you watch just because of how cute it is, and let me tell you, it's very cute. 
 
The story is about a high school girl named 'Yui', who at first doesn't know anything about music, or guitars. She joins the Light Music Club in hopes of maybe finding something she can outlet to, and make some friends with; and it works out great! 
 
Art and Sound are amazingly well done! It's not too over the top, but it's just right. And the OP is highly addictive! 
 
Characters at first were a bit bland to me. But, as usual, I've grown to love them and their unique quirks that they offer through the show. The characters are really a highlight here. 
  
Lastly, this anime may be a bit boring at first. But I assure you that it's well worth the watch! The characters are definitely memorable, and the OP is super addicting! I will be watching this one again. 
 
Also, me, being someone who makes music and knows quite a bit about music theory, found this Anime to be very interesting to watch. And I'm not going to lie, but I learned a few things I had no idea about!

          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '9', 'Character': '9', 'Enjoyment': '8'}",https://myanimelist.net/reviews.php?id=251708
251970,highofftap,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           4 
         
         
           Story 
           1 
         
                   
             Animation 
             8 
           
           
             Sound 
             4 
           
                 
           Character 
           6 
         
         
           Enjoyment 
           5 
         
       
     

                    
    I've never been a fan of this oddly specific genre of anime where a band (no pun intended) of school girls do absolutely nothing because there's no real story, so obviously this show isn't for me. But what I hoped for was that the implementation of music to the show would help it discern from every other one of these types of anime. Unfortunately, I had no such luck. Despite this show being about musicians, the soundtrack is mediocre and the characters rarely play their own instruments. The animation was very bright and pretty, there was no story, the sound was servicable, the characters were KAWAII DESU, and I didn't really like it at all. I mean try it out by all means. 

          
 
       Helpful 
   
      ",4,"{'Overall': '4', 'Story': '1', 'Animation': '8', 'Sound': '4', 'Character': '6', 'Enjoyment': '5'}",https://myanimelist.net/reviews.php?id=251970
282727,nonameacquired,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           5 
         
         
           Story 
           1 
         
                   
             Animation 
             9 
           
           
             Sound 
             8 
           
                 
           Character 
           2 
         
         
           Enjoyment 
           3 
         
       
     

                    
    THIS REVIEW CONTAINS SPOILERS 
 
Non-spoiler version: 
Story: 1; it was very predictable and didn't have any interesting themes. They barely did what we were promised that we were going to see. 
Art: 8; This was actually very good. It was cute, had a nice style and the animation was good. 
Music: 7; This was good too. The OP and the songs that the band performed were very good. But the background music and the ED wasn't very good (it didn't really have the same style as the rest of the music) 
Characters: 2: The characters were even more predictable and one-sided. 
Enjoyment: 3; the predictable and one-sided story and characters made it less enjoyable, but it was extremely cute.  
 
Overall: 3 
 
 
 
Spoiler review: 
 
Story: It was very predictable and forgettable. They didn't do anything interesting, they barely played in the group. Did they expect me to believe that Yui learned to play guitar after like 2 times of playing? They just drink tea and eat cookies for the majority of the time. And the 13th episode was very weird. It felt like they wanted to change it into a drama at the end of the first season, and then changed their mind in the last 5 minutes of the episode. 
 
Art: OK, this was actually very good. It was cute, the style was nice and the animation was smooth. 
 
Music: I really liked the OP and the music that the Band performs. But the background music was very forgettable. And then we have the ED which was extremely out-of-place 
 
Characters:  
Let's see what characters we had. 
 
Yui: extremely one-sided and had no character development. She begins as a child in a 15-year-olds body and ends up as a child in a 15-year-olds body. She didn't show any other characteristics other than being happy and childish. 
 
Mio: She was the only one that wasn't as one-sided as the other ones, but she was definitely the most predictable one. She was always scared of something that Ritsu showed and then she would punch Ritsu which was apparently supposed to be funny. It was never funny. But I have to say that she is a shy and introverted character that doesn't go over-the-top, which is good.  
 
Tsumugi: She didn't really have a character. She was happy and was rich. She was basically there to be rich. I don't really have anything else to say 
 
Azusa: She was basically a combination of Tsumugi and Mio.  
 
Ritsu: She was just annoying 
 
Yamanaka: I liked her in the beginning. She was nice. And then they mention her also performing music back in the day and it was like it triggered something in her. After that, she becomes creepy, perverted, annoying and in general not nice. She had a line where she said that she could know the difference between Mio and Azusa by feeling their breast size. Think about that for a second. Their teacher just tried to sexually harass them. THEIR TEACHER TRIED TO GRAB THEIR BREAST! 
 
Enjoyment: 3; The characters and the story made me furious. But it was extremely cute 
 
Overall 3

          
 
       Helpful 
   
      ",5,"{'Overall': '5', 'Story': '1', 'Animation': '9', 'Sound': '8', 'Character': '2', 'Enjoyment': '3'}",https://myanimelist.net/reviews.php?id=282727
257387,DanevsAnime,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           10 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    This anime is an absolute masterpiece. The characters go through a wide range of emotions and continue to grow, even in the last episodes. The dynamics and the attitudes of both the girls' interactions and the music that they play is truly a testament to the writers' abilities. The art style gives the characters life and perfectly display their emotions, while giving the background a depth that is often neglected. 
This anime combines the slice of life genre so perfectly with a musical setting, that sometimes during the musical segments you forget that this is an anime about high school girls. The music is legitimately good and will be stuck in your head for days if not weeks after watching. 
The dialogue is cute, as is typical of CGDCT anime but has a lot of interplay between characters. The yuri undertones are unsettling at times, as the age difference between some of the characters can be drastic, but it never ventures too far into fan service territory and is often used to enhance the plot of the episode or the series as a whole 
 I deeply enjoyed this anime and it is clearly a benchmark that all CGDCT anime aspires to meet.

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=257387
15849,Zeroark,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           10 
         
                   
             Animation 
             7 
           
           
             Sound 
             9 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           10 
         
       
     

                    
    Story (10/10) 
The story looks so simple at the beginning that you simply say ""Meh, It'll only be another slice of life anime"" ... BUT NO!!! ... It's totally original and cool :3 
 
Art (7/10) 
Well ... I'm just no good on giving art reviews ... so I'll just give it an average punctuation u_u 
 
Sound (9/10) 
Well, since this is a kind of musical anime obviously the sound is a total masterpiece ... It's really good, plus all the songs are REALLY catchy 
 
Characters (9/10) 
Well, I can't say ""Whoa the characters are really original"" or anything like that, but somehow they managed to make the cliched characters to act and look really good and so different as the other characters you've seen up to now. 
 
Enjoyment (10/10) 
You'll definitely enjoy it. You wanna laugh? ... You'll laugh a lot. You want moe moments? You'll have TONS ... I really recommend it to anyone and every episode surprises you somehow ... expected the unexpected. 
 
Overall (8/10) 
Well I can't tell you ""OMG It's a masterpiece"" since I just don't kinda like the idea of the story. I won't lie, I just love how they make the simple storyline into something funny and really enjoyable. But I just can't make it 10/10 ... Sorry :3 
 
Well ... to summarize: It's a really worth to watch anime. I really recommend it. You won't get bored nor disappointed when you watch it :3

          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '10', 'Animation': '7', 'Sound': '9', 'Character': '9', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=15849
241166,Rizkiawan-kun,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           8 
         
                   
             Animation 
             8 
           
           
             Sound 
             10 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           9 
         
       
     

                    
    actually feel reviewing this anime is not so important because all animelovers should also know at this animation anime claim kyoto but suppose just recalled. nih anime was the first to ""mislead"" I got to the otaku world, from here I know that apparently anime selalunya not only discuss the theme superpower like Naruto, One Piece, Bleach and other anime super power. until now, is a slice of life including my favorite genre. k-on lifting school genre - music remains attractive even in rewatch. tells the storyof everyday life in high school sakuragaoka 5 friends who are in the same club. That club music, club music even though his name but they spend moretime to have fun, eat and drink tea but when they want to hold a concert. They are always serious and intense. I like most of this anime. Is the cuteness of thecharacters who always makes me laugh.

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '8', 'Animation': '8', 'Sound': '10', 'Character': '9', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=241166
325629,tex33hunter,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           9 
         
         
           Story 
           8 
         
                   
             Animation 
             9 
           
           
             Sound 
             9 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           9 
         
       
     

                    
    One of the Moest moe anime of the early 2010s. I recently watched it and i had not watched any moe anime before.Glad i came across K-On.There wasn't a single episode in which i didn't try to sing along in what brokenish japanese i know during every single opening of Cagayake girls.[i dare you not to smile during the opening] Almost everything from the way Yui conducts herself to how she names inanimate objects to how goofy she is shoots off a Kawaii wave which'll make even the grumpiest grumpton smile.Kind of short compared to the second season but still covered a lot of story from the manga. But really a uber cool show :)

          
 
       Helpful 
   
      ",9,"{'Overall': '9', 'Story': '8', 'Animation': '9', 'Sound': '9', 'Character': '8', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=325629
241583,SkyeRwby,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           6 
         
         
           Story 
           5 
         
                   
             Animation 
             5 
           
           
             Sound 
             7 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           6 
         
       
     

                    
         What can you say about a show that seemed to be really popular at the time of release, but in reality only works cause the characters can sell well. 
     From the get go the Art  felt incredibly sloppy. The 1st couple episodes where the studio should really be putting a lot of time and money into making it look as pristine as possible felt rushed. 
     The sound track was a let down as well the Background noise and music wasn't bad. But for a Anime centered more or less around music (Despite what Yui thinks) I was quite disappointed. I would probably listen to almost any other anime's music track before i go to this one. 
     The Characters did grow on me despite my best efforts to hate the seemingly endless Cliches.  
     The biggest problem that i had with K-on was the pacing, Time skips are abound and you will have your head spinning from the 1st episode. I won't go into much detail, but be forewarned.

          
 
       Helpful 
   
      ",6,"{'Overall': '6', 'Story': '5', 'Animation': '5', 'Sound': '7', 'Character': '9', 'Enjoyment': '6'}",https://myanimelist.net/reviews.php?id=241583
265567,_Ghastly_Grimm_,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           7 
         
                   
             Animation 
             8 
           
           
             Sound 
             9 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           8 
         
       
     

                    
    As always i don't go too deep into details as it seems like a pain for both the one who writes (me) and for those who reads (you) so lets keep it short and sweet. 
 
note: this review is done on behalf of both seasons. you can say that i'm lazy but i find it as a way of conserving energy, got 6 more reviews 
 
In this anime we are first greeted to Yui, a clumsy and sweet girl with a juvenile sense of behaviour (like any other moe character, right?) then comes Mio , Ritsu and Mugi who are desperately trying to keep they're little Grunge band together. Yui, being the sugar-loving idiot she is decides to join the band with no knowledge about the guitar with the false presumption that light music meant clapping a few castanets. *sigh,,oh Yui...but things eventually pan out for them.  
 
that's all for the story i'll be stating. If you are interested in watching the anime please do pay attention to the inconspicuous moments that seperate this from any normal moe anime 
 
As for the moral, it's to do something you love with the people you love. 
Life is short and it isn't meant to be used to do something you dislike or find monotonous. It's to enjoy every second of it with the people that makes everyday special for you. You don't have to be the best at something, just make sure you're enjoying it. 
 
that's all i'll be saying about the anime. It really does speak for itself once you watch it. this is where i log off , Adios....nah wait we're talkin' about anime..JAPANESE! JA MATTA! (see ya) 
 
 
 


          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '7', 'Animation': '8', 'Sound': '9', 'Character': '8', 'Enjoyment': '8'}",https://myanimelist.net/reviews.php?id=265567
88745,palmeister21,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           9 
         
         
           Story 
           8 
         
                   
             Animation 
             8 
           
           
             Sound 
             9 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           9 
         
       
     

                    
    What makes this anime interesting is their story as high school students, the cuteness of characters and the most important- the music. I like this anime because as a fellow musician, I can relate on what they are doing such as being able to play an instrument, working hard for practice until you can reach success. Just two words: Keion Rocks!! 

          
 
       Helpful 
   
      ",9,"{'Overall': '9', 'Story': '8', 'Animation': '8', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=88745
84835,kuudere-ish,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           8 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           9 
         
       
     

                    
    I only started watching K-On! when a friend of mine mentioned it on one of my display pictures. I never regretted my decision afterwards. In fact, I got so addicted to it I basically zoomed through the whole thing in like 2 months. And I'm only talking about .... 2 years ago maybe?   
 
Story: K-On! doesn't really focus on a good guy and a bad guy fighting and explosions or zombies etc. K-On basically focuses on the main characters or in other words the MAIN main character Yui and the light music club. It's mostly about her care-free life and if you're into moe or cute stuff, you might find this enjoyable. 
 
Art: Awesome!!!!! Enough said.  
 
 
Sound: This is the main reason I like K-On! so much. Their music is superb! I like every OPs and EDs of K-On because they combine the music and the artwork together and it looks extremely PRO.  
 
Characters: I like all characters of K-On! They all look so cute!  
 
Enjoyment: 10/10  
 
So if you like the things I'm mentioned above, then K-On!, K-On!! or K-On movie just might be right for you. 
 
 


          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '8', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=84835
198039,Ali_19,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           7 
         
                   
             Animation 
             10 
           
           
             Sound 
             9 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           9 
         
       
     

                    
    this is my first review and my english bad so excuse me about mistakes spelling. 
K-on is my top anime I honestly in the start did not like this anime but with progress episodes i began like it.this anime give you atmosphere from comedy and music very great.i was not like genres slice of life and music but when i watched k-on made me love like those genres  anyway you should give a chance to this anime and i hope that this review will  help you to  give a chance to like this anime

          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '7', 'Animation': '10', 'Sound': '9', 'Character': '9', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=198039
104265,iEmnesty,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           9 
         
         
           Story 
           8 
         
                   
             Animation 
             7 
           
           
             Sound 
             8 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    K-On! is by no means an anime for everybody. One can not go into K-On! expecting an intricate story, or deep character development. It is a slice-of-life anime without a season or series long plot, in fact, almost every episode has a different plot (Although, some of them are very similar).  
 
K-On! is very cute. That is probably the first thing everyone will notice about it, and many will be put off by this fact, however after watching a few episodes, I couldn't help but laugh at the silly, childish, and cute humor this series is filled with. 
Some of the humor is recycled (Mostly in this season), and after a while, it will lose its value, but they managed to keep me laughing at least once an episode all the way through.  
 
For most of the series, there is no deep character development. By this, I mean that what you see in the first few episodes, is what you get.  
Yui is hyper, and childish, but cute in her own right. 
Tsumugi is generally quiet, and appears graceful, but often proves to be just as childish as Yui. 
Mio is the most mature of the initial four main characters, but her own shadow would scare her to the point of defecation (Which you'd better get used to, as it is probably the most recycled joke in the first season).  
and finally, Ritsu, who is much like Yui, except much less memorable. She also plays the drums. Ritsu is generally the least liked of the main cast, because there's really nothing unique about her aside from her tomboy-ish style.  
 
 
K-On! is well worth watching, and I would recommend everyone to continue to K-On!!(S2)  even if you didn't like the first season. K-On!! fixes many of the problems that existed in the first season. 
 
In conclusion, K-On! is one of my favorite series of all time (Anime or otherwise), and near the end of the series, it pulled my heartstrings in a way I never thought an animated show could.  
 
If you haven't watched K-On!, do it. Now. Why are you still reading this?

          
 
       Helpful 
   
      ",9,"{'Overall': '9', 'Story': '8', 'Animation': '7', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=104265
231185,Treima,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           6 
         
                   
             Animation 
             7 
           
           
             Sound 
             8 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           7 
         
       
     

                    
    ""Fun things are fun!"" 
--Yui Hirasawa 
 
((Reviewer's Note: This is a review that only discusses the first season of K-On! There are mild to moderate spoilers below the fold, you have been warned.)) 
 
K-On! is a show that everyone, whether they have seen it or not, is very quick to form an opinion on. It was perhaps the culmination of the ""moe"" trend in anime, pioneered specifically by the creative minds at Kyoto Animation, into practically the formation of its own genre in 2009. KyoAni was riding high on the success of Haruhi Suzumiya's first season in the late 2000s, and specifically the most iconic scene in the series, the epic rock concert at the end of episode 12. So why not adapt a four-panel manga series about a bunch of cute girls learning to play in a rock band? And thus, K-On! the anime was born, and the rest is history. 
 
Where K-On really excels as a show is in the very close attention to detail that comes out in every frame. The characters are drawn cutely but with a dose of realism. Their body types are rather normal for a high-school girl. Their uniforms are regulation-length. The fanservice is kept to a minimum, and what is there makes sense within the events of the storyline. 
 
Characterization can make or break slice-of-life shows. Characters you want to see on screen can overcome a lack of any driving plot structure. K-On manages to make its characters engaging, lovable, and always fun to watch. You could put these five girls in just about any situation and the results would be something worth your time. The characters also evolve and change, none more than the presumptive main heroine, Yui Hirasawa.  
 
Yui starts off the show as someone who might be charitably called ""attention-deficient"" and might uncharitably be called ""an idiot"". Over time, as she joins the Light Music Club and gets closer to the rest of the girls passing their time in the small, somewhat cramped club room, a change begins to take place over her, and it happens so carefully and with such subtlety that by the time you notice it you'll be done with the first season. 
 
The other girls all complement each other in a variety of different ways, and scenes play out very differently depending on who is there. Tsumugi Kotobuki is a wealthy girl with a heart of absolute gold. Mio Akiyama is a big scaredy-cat and doesn't enjoy being in the limelight no matter how often the girls press her to embrace her role as the face of the band. Ritsu Tainaka is a troublemaker and riffs off the other girls effortlessly, and her comedic portions are perhaps tied with Yui's coming-of-age as the best part of this first season. Very late in the season we are introduced to Azusa Nakano, a kouhai to the other girls who joins the Light Music Club. Unfortunately, she doesn't get much characterization in the five short episodes she's in. She actually comes across as incredibly redundant since her attitude is a little too similar to Mio and her instrument of choice is the same as Yui's.  
 
The flaws with Azusa's introduction didn't detract much from the characterization of the group as a whole. They all get closer. They all learn from each other. They're all great friends, and one of the big themes of K-On is that your friends can make you something better than you are by yourself. A lot of people like to rag on the show for being ""not about music"" but it was never about four girls playing music. It was always about four girls growing closer with music as the excuse for them to hang out after school. The music is the backdrop, not the main attraction. 
 
That said, the few songs that are in the show are a great treat. Light, poppy, fun little ditties that absolutely will get stuck in your head long after you've finished watching. The OP and ED are both fantastic visually and aurally, with ""Don't Say Lazy"" probably being one of the most iconic EDs of the past decade. The background music is solid, and the sound direction is on-point, with great use of silence to focus the viewer's attention during the serious parts of the show. 
 
K-On is far from perfect, however, as the 7 atop this review will attest. The actual plot of the show, as much as there is one, is really stock and won't take anyone by surprise. There is the unfortunate fact that two out of the 13 episodes of the show take place at the beach, and the second one feels like a rehash of the first. As mentioned above, Azusa is introduced so late into the season that it's hard to grow attached to her as much as the original four, and her attitude comes across as needlessly tsundere in a show where it just feels out of place. The art is consistent and solid, but doesn't really go out of its way to strive for any real great effects outside of the great attention to detail. It's just not to the standard I've come to expect from KyoAni, even for its age.  
 
Overall, K-On's first season is a fun ride, a solid, strong introduction to some great characters becoming something greater than they were at the start through the power of music, snacks, and love. I enjoyed it, and little did I know that the best was very much yet to come. 
 
But that is a story for another time. Until next time, may the cute things in your life always have cute girls to do them.

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '6', 'Animation': '7', 'Sound': '8', 'Character': '8', 'Enjoyment': '7'}",https://myanimelist.net/reviews.php?id=231185
232989,laigle-noir,5680,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           10 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    K-on is one of the Anime that i give 10/10 to. Why? Because it does what for me is the most important thing any drama, TV show, movie, manga, anime, novel can do and that is capture the beauty of life and living and encourage those watching to live more.  Then there is the music (which is awesome, thanks Itunes for carrying K-on songs), the characters who are all so real, so full of life, each is so full of what makes them them, the animation which is well done, the voice acting which is great. It all comes together to create something wonderful. Thank-you to all those who had s hand in creating K-on, Awesome work!!!!! 

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=232989
